id,title,authors,date,edition,publisher,isbn-13,language,series,age range,pages,lexile
4737,"Advances in Knowledge Discovery and Data Mining: 18th Pacific-Asia Conference, PAKDD 2014, Tainan, Taiwan, May 13-16, 2014. Proceedings, Part II ... / Lecture Notes in Artificial Intelligence)",Vincent S. Tseng;Tu Bao Ho;Zhi-Hua Zhou;,2014/04/01,2014,Springer,9783319066042,English,Lecture Notes in Computer Science / Lecture Notes in Artificial Intelligence (Book 8444),,624,
556,"Computational Science  -  ICCS 2003: International Conference, Melbourne, Australia and St. Petersburg, Russia, June 2-4, 2003, Proceedings, Part IV    ",Peter M.A. Sloot;David Abramson;Alexander V. Bogdanov;,2003/05/22,,Springer,9783540401971,English,Lecture Notes in Computer Science (Book 2660),,1164,
2890,Six Sigma Distribution Modeling,Andrew Sleeper;,2006/12/19,1,McGraw-Hill Professional,9780071482783,English,,,448,
696,"Data Mining for Business Intelligence: Concepts, Techniques, and Applications in Microsoft Office Excel with XLMiner",Galit Shmueli;Nitin R. Patel;Peter C. Bruce;,2010/10/26,2,Wiley,9780470526828,English,,,428,
4516,Advances in Distributed and Parallel Knowledge Discovery,Hillol Kargupta;Philip Chan;M.S. Vijay Kumar;,2000/09/11,,AAAI Press,9780262611558,English,American Association for Artificial Intelligence,,400,
3628,Data Modeling with ERwin,M. Carla DeAngelis;,2000/05/14,1,Sams Publishing,9780672318689,English,,,432,
4476,"Data Mining Cookbook: Modeling Data for Marketing, Risk and Customer Relationship Management",Olivia Parr Rud;,2000/11/03,1,Wiley,9780471385646,English,Datawarehousing,,367,
4546,Managing Enterprise Content: A Unified Content Strategy,Ann Rockley;,2002/10/27,1,New Riders,9780735713062,English,,,592,
3718,The Handbook for Reluctant Database Administrators,Josef Finsel;,2001/09/27,,Apress,9781893115903,English,,,450,
370,"Grid and Cooperative Computing - GCC 2005: 4th International Conference, Beijing, China, November 30 -- December 3, 2005, Proceedings  ",Hai Zhuge;Geoffrey C. Fox;,2005/11/24,,Springer,9783540305101,English,Lecture Notes in Computer Science / Programming and Software Engineering (Book 3795),,1203,
2674,Harness Oil and Gas Big Data with Analytics: Optimize Exploration and Production with Data Driven Models  ,Keith Holdaway;,2014/05/27,1,Wiley,9781118779316,English,Wiley and SAS Business Series,,364,
1094,The Data Warehouse Lifecycle Toolkit,Ralph Kimball;Margy Ross;Warren Thornthwaite;,2008/01/10,2,Wiley,9780470149775,English,,,672,
341,Forecasting Oracle Performance,Craig Shallahamer;,2011/12/15,1,Apress,9781430242932,English,,,296,
1965,Microsoft SQL Server 2005 New Features,Michael Otey;,2004/06/25,1,McGraw-Hill Osborne Media,9780072227765,English,Database,,352,
4542,Data Warehousing For Dummies by Thomas C. Hammergren  ,,1001,,For Dummies,,,,,,
375,"Crowdsourcing for Speech Processing: Applications to Data Collection, Transcription and Assessment",Maxine Eskenazi;Gina-Anne Levow;Helen Meng;,2013/04/29,1,Wiley,9781118358696,English,,,356,
3984,Machine-to-Machine Marketing   via Anonymous Advertising Apps Anywhere Anytime  ,Jesus Mena;,2012/05/02,1,Auerbach Publications,9781439881910,English,,,436,
2181,"Joe Celko's Thinking in Sets: Auxiliary, Temporal, and Virtual Tables in SQL  ",Joe Celko;,2008/02/05,1,Morgan Kaufmann,9780123741370,English,The Morgan Kaufmann Series in Data Management Systems,,384,
569,Data Warehousing and the Management Accountant  ,Ian Cobb;,2001/06/29,1,CIMA Publishing,9781859714904,English,CIMA Research,,40,
3876,Microsoft Sams Teach Yourself SQL Server 2005 Express in 24 Hours,Alison Balter;,2006/06/26,,Sams Publishing,9780672327414,English,,,456,
3750,Developing Cyberspace Data Understanding: Using CRISP-DM for Host-Based IDS Feature Mining,Joseph R. Erskine;,2012/11/21,,BiblioScholar,9781288331628,English,,,140,
137,Applied Software Architecture,Christine Hofmeister;Robert Nord;Dilip Soni;,1999/11/14,,Addison-Wesley Professional,9780201325713,English,,,432,
3478,The Computer Image  ,Alan Watt;Fabio Policarpo;,1998/07/13,,Addison-Wesley,9780201422986,English,ACM SIGGRAPH Series,,784,
1266,Temporal and Spatio-temporal Data Mining,Wynne Hsu;Mong Li Lee;Junmei Wang;,2007/07/06,1,IGI Publishing,9781599043876,English,,,292,
2416,Mastering SQLServer 2000,Joseph L. Jorden;,2000/06/09,1,Sybex,9780782126273,English,Mastering,,1201,
4323,SQL Bible,Alex Kriegel;Boris M. Trukhnov;,2003/04/18,,Wiley,9780764525841,English,Bible (Book 64),,864,
1973,Data Warehouse Lifecycle Toolkit  ,Ralph Kimball Nargy Ross DENG ZHU TANG FU NIAN SUN YUAN YUAN;,1991,,Tsinghua University Press.,9787302203742,,,,,
1371,Migrating to Oracle: Expert Secrets for Migrating from MySQL and SQL Server    ,Ben Prusinski;,2014/02/01,,Rampant TechPress,9780979795169,English,Oracle In Focus,,344,
2542,"Data Management: Databases and Organizations, 3rd Edition",Richard T. Watson;,2001/08/15,3,Wiley,9783540608844,English,,,624,
2102,"SQL in a Nutshell  ) 3rd   Edition by Kevin Kline, Brand Hunt, Daniel Kline published by O'Reilly Media  ",,0010,,O'Reilly Media,,,,,,
737,"Interactive Systems. Design, Specification, and Verification: 15th International Workshop, DSV-IS 2008 Kingston, Canada, July 16-18, 2008, Proceedings ... / Programming and Software Engineering)",T. C. Nicholas Graham;Philippe Palanque;,2008/07/01,,Springer,9783540705680,English,Lecture Notes in Computer Science / Programming and Software Engineering (Book 5136),,314,
2112,"Collaboration and Technology: 20th International Conference, CRIWG 2014, Santiago, Chile, September 7-10, 2014, Proceedings  ",Nelson Baloian;Frada Burstein;Hiroaki Ogata;,2014/09/11,,Springer,9783319101651,English,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI (Book 8658)",,382,
2951,PHP and MySQL Web Development  ,Luke Welling;Laura Thomson;,2008/10/11,4,Addison-Wesley Professional,9780672329166,English,,,1008,
326,"DOLAP 2000: ACM Third International Workshop on Data Warehousing and OLAP, in conjunction with the Ninth International Conference on Information and ...   : November 10, 2000, McLean, VA",,2000,,Association for Computing Machinery,9781581133233,English,,,80,
1280,"The Data Warehouse ETL Toolkit: Practical Techniques for Extracting, Cleanin 1st   edition",Ralph Kimball;,,,,,,,,,
599,"Service-Oriented Computing - ICSOC 2005: Third International Conference, Amsterdam, The Netherlands, December 12-15, 2005, Proceedings  ",Boualem Benatallah;Fabio Casati;Paolo Traverso;,2006/01/09,,Springer,9783540308171,English,Lecture Notes in Computer Science / Programming and Software Engineering (Book 3826),,606,
3707,Access 2007 for Starters: The Missing Manual,Matthew MacDonald;,2007/02/04,1,O'Reilly Media,9780596528331,English,Missing Manual,,396,
4526,"Bioinformatics and Computational Biology: First International Conference, BICoB 2009, New Orleans, LA, USA, April 8-10, 2009, Proceedings  ",Sanguthevar Rajasekaran;,2009/03/27,2009,Springer,9783642007262,English,Lecture Notes in Computer Science / Lecture Notes in Bioinformatics (Book 5462),,450,
2515,Data Clustering: Algorithms and Applications  ,Charu C. Aggarwal;Chandan K. Reddy;,2013/08/21,0,Chapman and Hall/CRC,9781466558212,English,Chapman & Hall/CRC Data Mining and Knowledge Discovery Series (Book 31),,652,
4649,Microsoft® Access® 2013 - Level 1,Nita Rutkosky;Denise Seguin;Audrey Rutkosky Roggenkamp;,2014/05/30,,"EMC Paradigm,US",9780763853938,English,Benchmark Series,,408,
4353,Visual Basic .NET Complete,"Greg Jarboe, Hollis Thomases, Mari Smith, Chris Treadaway Dave Evans;Sybex Inc.;",2002/04/15,1st,Sybex,9780782128871,English,Complete,,992,
3406,Talend for Big Data,Bahaaldine Azarmi;,2014/02/21,,Packt Publishing,9781782169499,English,,,96,
4768,"Electronic Participation: Second International Conference, ePart 2010, Lausanne, Switzerland, August 29 -  September 2, 2010. Proceedings  ",Efthimios Tambouris;Ann Macintosh;Olivier Glassey;,2010/08/18,,Springer,9783642151576,English,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI (Book 6229)",,237,
3077,Creating Dynamic Forms with Adobe LiveCycle Designer,J. P. Terry;,2007/09/06,1,Adobe Press,9780321509871,English,,,288,
288,Oracle E-Business Suite 12 Financial Management Certified Implementation Specialist: Oracle Receivables,NS Thind;Kieron J;,2013/11/18,,CreateSpace Independent Publishing Platform,9781493797578,English,,,146,
3291,Distributed database system and its applications   / textbook series for CAS postgraduates  ,Shao Pei Ying;,2005/03/01,,Science Press,9787030151131,Chinese,,,394,
1503,Pro Access 2007,Martin WP Reid;,2007/03/26,1,Apress,9781590597729,English,,,395,
2450,AdobeAcrobat6 PDF Bible,Ted Padova;Sarah Rosenbaum;,2003/10/15,1,Wiley,9780764540479,English,Bible (Book 56),,953,
2362,FileMaker Pro 6 Bible,Steven A. Schwartz;,2002/12/06,1,Wiley,9780764519963,English,Bible (Book 368),,840,
2802,"Distributed, High-Performance and Grid Computing in Computational Biology: International Workshop, GCCB 2006, International Workshop, GCCB 2006, ... Science / Lecture Notes in Bioinformatics)",Werner Dubitzky;Assaf Schuster;Peter Sloot;,2007/01/03,2007,Springer,9783540698418,English,Lecture Notes in Computer Science / Lecture Notes in Bioinformatics (Book 4360),,192,
1571,"Joe Celko's SQL Puzzles and Answers, Second Edition, Second Edition  ",Joe Celko;,2002/09/20,2,Morgan Kaufmann,9780123735966,English,The Morgan Kaufmann Series in Data Management Systems,,352,
3490,Distributed Databases: Principles and Systems  ,Ceri / Pelagatti;,1984,,TBS,,,,,,
395,Oracle SQL,Bijoy Bordoloi;Douglas B. Bock;,2003/02/20,,Prentice Hall,9780131011380,English,,,368,
441,Modern Issues and Methods in Biostatistics  ,Mark Chang;,2011/07/15,2011,Springer,9781441998415,English,Statistics for Biology and Health,,307,
4523,"Rdb, Third Edition: A Comprehensive Guide",Lilian Hobbs PhD;Ian Smith;,1999/09/28,3,Digital Press,9781555581862,English,,,480,
2782,Communicating Data with Tableau,Ben Jones;,2014/07/03,1,O'Reilly Media,9781449372026,English,,,334,
3454,A Guide to Oracle8,Joline Morrison;Mike Morrison;,1999/08/31,Subsequent,Course Technology,9780619000271,English,,,832,
365,FileMaker Pro 13: The Missing Manual,Susan Prosser;Stuart Gripman;,2014/07/12,1,O'Reilly Media,9781491900796,English,Missing Manual,,944,
1977,By Sid Adelman - Data Warehouse Project Management: 1st   Edition,"Larissa T. Moss, Larissa Terpeluk Moss Sid Adelman;",2001/09/14,,Addison-Wesley,,,,,,
1096,Oracle Fusion Applications Development and Extensibility Handbook  ,Vladimir Ajvaz;Anil Passi;Dhaval Mehta;,2014/01/03,1,McGraw-Hill Osborne Media,9780071743693,English,Oracle Press,,544,
4607,Data Modeling of Financial Derivatives: A Conceptual Approach,Robert Mamayev;,2013/12/03,1,Apress,9781430265894,English,,,216,
3696,Semantic Web For Dummies,Jeffrey T. Pollock;,2009/03/23,1,Wiley,9780470396797,English,,,432,
2753,Pro SQL Server 2008 Analysis Services  ,Philo Janus;Guy Fouche;,2010/06/14,1,Apress,9781430219958,English,Expert's Voice in SQL Server,,480,
2125,Microsoft Office Excel 2010 QuickSteps,John Cronan;,2010/05/10,2,McGraw-Hill Osborne Media,9780071634892,English,,,288,
812,Laboratory Science with Space Data: Accessing and Using Space-Experiment Data,Daniel Beysens;Luigi Carotenuto;Jack J.W.A. van Loon;,2011/09/02,2011,Springer,9783642211430,English,,,215,
1270,Study Guide for 1Z0-055: Oracle Database 11g: New Features for 9i OCPs: Oracle Certification Prep,Matthew Morris;,2012/05/20,,CreateSpace Independent Publishing Platform,9781477499924,English,,,166,
4014,"The Data Model Resource Book, Vol. 1: A Library of Universal Data Models for All Enterprises 1st   edition",Len Silverston;,,,,,,,,,
41,A computer vocational education in the 21st century family planning materials: SQL language and relational database ,HUANG HE;,2011/01/01,,Publishing House of Electronics Industry,9787121139185,,,,,
2900,Oracle Database Administration for Microsoft SQL Server DBAs  ,Michelle Malcher;,2010/09/01,,McGraw-Hill Osborne Media,9780071744317,English,Oracle Press,,352,
549,Introduction to Data Mining for the Life Sciences,Rob Sullivan;,2011/12/17,2012,Humana Press,9781588299420,English,,,638,
1939,Data Preparation for Analytics Using SAS  ,Gerhard Svolba Ph.D.;,2007/01/19,,SAS Publishing,9781599940472,English,SAS Press,,440,
1433,"Big Data Integration Theory: Theory and Methods of Database Mappings, Programming Languages, and Semantics  ",Zoran Majkic;,2014/01/24,,Springer,9783319041551,English,Texts in Computer Science,,516,
2051,Microsoft Access 2010: Comprehensive  ,Gary B. Shelly;Philip J. Pratt;Mary Z. Last;,2010/12/23,1,Cengage Learning,9781439079027,English,Shelly Cashman Series,,856,
3690,"High Performance MySQL: Optimization, Backups, Replication, and More",Baron Schwartz;Peter Zaitsev;Vadim Tkachenko;,2008/06/28,Second Edition,O'Reilly Media,9780596101718,English,,,712,
2540,"Proceedings - Symposium on Reliability in Distributed Software and Database Systems: July 21-22, 1981, Pittsburgh, PA",Bharat Bhargava;,1981,,IEEE Computer Society Press,,,,,205,
4405,OCP: Oracle 10g Administration II Study Guide: Exam 1Z0-043,Doug Stuns;Tim Buterbaugh;Bob Bryla;,2005/02/22,1,Sybex,9780782143683,English,,,752,
1217,Ethics of Big Data: Balancing Risk and Innovation,Kord Davis;,2012/09/28,1,O'Reilly Media,9781449311797,English,,,82,
3535,"Comparative Genomics: International Workshop, RECOMB-CG 2008, Paris, France, October 13-15, 2008, Proceedings  ",Craig Nelson;Stéphane Vialette;,2008/11/14,,Springer,9783540879886,English,Lecture Notes in Computer Science / Lecture Notes in Bioinformatics (Book 5267),,265,
2819,"Project Planning and Control Using Oracle Primavera P6 Versions 8.1, 8.2 & 8.3",Mr Paul E Harris;,2013/07/03,,Eastwood Harris Pty Ltd,9781921059803,English,,,442,
887,Oracle ADF Faces Cookbook,Amr Gawish;,2014/03/26,,Packt Publishing - ebooks Account,9781849689229,English,,,406,
1607,Beginning SQL Server 2008 Express for Developers: From Novice to Professional  ,Robin Dewson;,2008/11/13,1,Apress,9781430210900,English,Expert's Voice in SQL Server,,536,
745,Relational Data Mining,Saso Dzeroski;Nada Lavrac;,2001/08/01,,Springer,9783540422891,English,,,398,
1079,"Bio-Inspired Computing and Communication: First Workshop on Bio-Inspired Design of Networks, BIOWIRE 2007 Cambridge, UK, April 2-5, 2007, Revised ... Computer Science and General Issues)",Pietro Liò;Eiko Yoneki;John Crowcroft;,2009/02/13,,Springer,9783540921905,English,Lecture Notes in Computer Science / Theoretical Computer Science and General Issues (Book 5151),,428,
1088,OCA Oracle Database SQL Certified Expert Exam Guide    ,Steve O'Hearn;,2009/12/23,1,McGraw-Hill Osborne Media,9780071614214,English,Oracle Press,,796,
1827,Create Rapid Web Applications Using Oracle Application Express - Second Edition: Develop Desktop and Mobile Web Applications,Riaz Ahmed;,2013/09/03,2,CreateSpace Independent Publishing Platform,9781492314189,English,Create Rapid Web Applications Using Oracle Application Express,,388,
3292,The Art of the Data Center: A Look Inside the World's Most Innovative and Compelling Computing Environments,Douglas Alger;,2012/10/10,1,Prentice Hall,9781587142963,English,,,368,
4138,Chemical Information Mining: Facilitating Literature-Based Discovery,Debra L. Banville;,2008/12/15,0,CRC Press,9781420076493,English,,,208,
